report_id,user_id,material,created_at,updated_at,deleted_at
ESAVCH4JE4,22527715,_企業名：株式会社トヨタ自動車_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤太郎_お客様の課題：新車販売のプロモーション強化_次回訪問日程：2023年10月20日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はトヨタ自動車のマーケティング担当者、鈴木様と面談。新車販売におけるプロモーション戦略について議論し、デジタルマーケティングの導入を提案。鈴木様は、特にSNSを活用したキャンペーンに興味を示され、次回は具体的なプランを持参することを約束。,2024-03-22 10:56,2024-06-08 03:06,NULL
1F0L4XULBR,81926136,_企業名：ABC株式会社_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：コスト削減と業務効率化_次回訪問日程：2023年10月20日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はABC株式会社の佐藤様と商談を行い、コスト削減と業務効率化に関するニーズをヒアリングしました。弊社の新しいソリューションを提案し、具体的な導入効果について説明しました。次回はさらに詳細な提案を行う予定です。,2024-03-22 23:10,2023-12-15 16:54,NULL
DY1S8301CC,56361306,_企業名：株式会社リクルート_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：人材採用の効率化とコスト削減_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リクルートの人事部門の佐藤様と商談を行いました。人材採用の現状を伺い、採用プロセスの見直しによる効率化を提案しました。具体的には、弊社のAIを活用した選考ツールを紹介し、導入によるコスト削減効果を説明しました。次回はさらに具体的な導入プランを提案する予定です。,2024-03-23 14:06,2024-08-20 22:07,NULL
TMTDPPX4TL,92757274,_企業名：株式会社サンプル商事_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の導入によるコスト削減と業務効率化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社サンプル商事の鈴木様と商談を行い、弊社の新製品導入によるコスト削減の提案をしました。鈴木様からは、現在の業務フローの課題やニーズを伺い、具体的な導入効果について説明しました。次回は、導入に向けた具体的なプランを持参する予定です。,2024-03-23 20:10,2024-07-22 15:07,NULL
CX3P8DR0ZA,64249803,_企業名：株式会社XYZ_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化のニーズ_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社XYZの佐藤様と新製品の導入に関する提案を行いました。お客様はコスト削減と業務効率化を強く希望されており、具体的な導入事例を提示しました。次回はお客様のフィードバックを基に、さらに具体的なプランを提案する予定です。,2024-03-23 22:44,2023-12-26 02:05,NULL
BCWOZ46J4N,61655575,_企業名：株式会社リクルート_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新卒採用の効率化とコスト削減_次回訪問日程：2023年10月19日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リクルートにて、新卒採用の効率化に向けた提案を行いました。お客様の現状の課題をヒアリングし、具体的なソリューションを提示しました。特に、採用管理システムの導入によるコスト削減効果を強調しました。次回はさらに具体的なプランを持参し、詳細な提案を行う予定です。,2024-03-23 23:21,2024-01-03 14:04,NULL
DVI4E71MW9,88922696,_企業名：株式会社XYZ_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社XYZの田中部長と商談を行い、当社の新製品を提案しました。お客様は現在の業務フローにおけるコストの高さが課題であり、我々の製品がその解決策となる可能性を示しました。具体的には、導入後のROIについて詳細なデータを提示し、次回は実際の導入スケジュールや細かな条件について話し合うことになりました。,2024-03-24 05:41,2024-07-31 19:54,NULL
1KB2BBKWRW,53405714,_企業名：株式会社サンプル商事_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新商品の販路拡大に向けたマーケティング戦略の見直し_次回訪問日程：2023年10月19日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社サンプル商事の佐藤様と商談を行い、新商品の販路拡大に関する課題についてヒアリングを実施しました。現状のマーケティング戦略の問題点を洗い出し、当社の提案を行いました。次回は提案内容の具体化とフォローアップを行う予定です。,2024-03-24 23:40,2024-01-10 00:10,NULL
1EB016PF28,04125772,_企業名：株式会社リクルート_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新規採用の効率化とコスト削減_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社リクルートの人事担当者、佐藤様とお会いし、弊社の採用支援サービスについて提案しました。現在、採用活動においてコストがかさんでいることが課題であると伺い、具体的な解決策を提示しました。次回は提案内容のフィードバックをいただく予定です。,2024-03-26 06:54,2024-03-22 19:41,NULL
GFAFUFLL5F,72415063,_企業名：株式会社リコー_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：文書管理の効率化とコスト削減_次回訪問日程：2023年10月20日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：お客様の文書管理システムの現状をヒアリングし、具体的な改善案を提案。特に、クラウドサービスの導入によるコスト削減の可能性を強調。次回は提案内容を具体化し、デモンストレーションを行う予定。,2024-03-27 21:13,2024-03-10 06:02,NULL
W7VPARTQGT,05563425,_企業名：株式会社リコー_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：業務効率化のためのプリンターの選定_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リコーにて、業務効率化を目的としたプリンターの提案を行いました。お客様の現状の課題をヒアリングしたところ、印刷コストの削減とスピード向上が求められていることが分かりました。次回は具体的な機種についての詳細な提案を行う予定です。,2024-03-28 04:19,2024-06-11 07:44,NULL
RA5UQ73XND,64993416,_企業名：株式会社リクルート_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新規採用の効率化と質の向上_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リクルートの人事部門担当者、鈴木様とお会いし、新規採用プロセスの課題についてヒアリングを行いました。鈴木様からは、現在の採用手法では応募者の質が低下しているとのご指摘があり、特にIT系職種においては適切な人材が集まりにくいとのことでした。次回は具体的な提案を持参し、採用戦略の改善策をお伝えする予定です。,2024-03-28 16:51,2023-10-05 03:56,NULL
T6VTIEY18V,85171900,_企業名：ABC株式会社_訪問時間：2023年10月12日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：初回訪問_同行者名：田中太郎_お客様の課題：新製品の導入に関するコスト削減のニーズ_次回訪問日程：2023年10月26日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はABC株式会社の佐藤様と商談を行い、新製品の導入に関するコスト削減のニーズについてお話ししました。お客様は現在のプロセスに不満を持たれており、具体的な提案を次回の訪問で行うことを約束しました。次回は具体的な数字をもとにした提案を用意し、さらに深くお話しできるよう準備します。,2024-03-28 23:58,2024-02-10 12:00,NULL
WX2APCEP3D,59233102,_企業名：株式会社リコー_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：オフィスの印刷コスト削減と業務効率化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リコーにて、印刷コスト削減に向けた提案を行いました。お客様の現状の印刷環境をヒアリングし、具体的なコスト削減のシミュレーションを提示。特に、複合機の導入による効率化が期待できる旨をお伝えしました。お客様からは関心を示していただき、次回の訪問でさらに具体的なプランを提示することになりました。,2024-03-30 12:45,2024-03-26 04:45,NULL
4OHQI0OHJ3,44113628,_企業名：株式会社リコー_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：コスト削減と業務効率化_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社リコーの担当者である佐藤様と商談を行いました。お客様は現在の印刷コストが高く、業務の効率化を図りたいとのことでした。弊社の新しいプリンターの提案を行い、導入によるコスト削減効果を具体的な数字で示しました。次回は提案内容のフォローアップを行い、導入の具体的なステップについて話し合う予定です。,2024-04-02 07:03,2024-05-07 15:25,NULL
2XBY3BXGRD,93012133,_企業名：株式会社サンプルテック_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月17日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社サンプルテックの佐藤様と商談を行い、弊社の新製品の提案をしました。お客様は導入によるコスト削減を重要視しており、具体的な数値データを求められました。次回の訪問で、さらに詳細な資料を持参し、効果の具体化を図る予定です。,2024-04-02 12:10,2024-03-30 02:33,NULL
07L1K4BTQP,76432053,_企業名：株式会社リコー_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：業務効率化のためのデジタル化が進んでいない_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社リコーの佐藤様とお会いし、業務のデジタル化について提案を行いました。現状の課題として、紙ベースの業務が多く、情報共有がスムーズでないことが挙げられました。デジタル化による効率化の具体的なメリットを説明し、導入事例を交えてお話ししました。次回は、具体的な導入プランについてさらに詳しくお話しする予定です。,2024-04-03 19:47,2024-07-09 04:41,NULL
9A7KKW1ACS,80989658,_企業名：株式会社リクルート_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新規採用の効率化とコスト削減_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：リクルート社の人事担当者、佐藤様と面談し、採用プラットフォームの導入による業務効率化について提案を行いました。現在の採用プロセスの課題をヒアリングし、具体的な解決策を提示しました。次回は、提案内容をさらに具体化し、導入の可能性について深掘りする予定です。,2024-04-03 23:09,2023-10-12 11:11,NULL
ZIAP5RATKO,98876028,_企業名：株式会社リコー_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：業務効率化のための印刷コスト削減_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リコーの担当者、鈴木様と商談を行い、業務効率化に向けた印刷コスト削減のニーズを伺いました。具体的には、現状の印刷量やコストを分析し、最適なプランを提案することで、コスト削減と効率化を図ることを目指します。次回は提案内容の詳細を持参し、具体的なプランを提示する予定です。,2024-04-04 00:29,2024-05-25 02:01,NULL
6UJUM21W4M,36393300,_企業名：株式会社リクルートホールディングス_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新規採用の効率化とコスト削減_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はリクルートホールディングスの人事部門の佐藤様と商談を行いました。新規採用における課題を伺い、弊社の採用支援サービスを提案しました。具体的には、AIを活用した候補者選定の効率化と、コスト削減の具体的な数値を示しました。次回は提案内容の詳細を詰めるため、再度訪問する予定です。,2024-04-04 02:06,2023-09-07 13:38,NULL
AYDHGP2DK7,95265834,_企業名：株式会社XYZ_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：精査_同行者名：田中太郎_お客様の課題：コスト削減と効率化の両立を図りたい_次回訪問日程：2023年10月17日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社XYZにて、コスト削減と効率化に関する課題について田中太郎と商談を行った。お客様のニーズを詳細にヒアリングし、具体的な提案に結びつけるための情報を収集した。次回は具体的な提案を持参し、さらに深掘りした議論を行う予定。,2024-04-04 09:10,2024-01-06 16:54,NULL
IGEXRYF6WN,93852109,_企業名：株式会社リコー_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：業務効率化とコスト削減を図りたい_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リコーの田中様とお会いし、業務効率化に向けた提案を行いました。現在の課題として、印刷コストが高いことと、業務プロセスが煩雑であることを挙げられました。具体的には、複数の部門での重複業務が問題視されており、デジタル化を進めたいとのことでした。次回は、具体的なソリューションを持参し、詳細な提案を行う予定です。,2024-04-04 13:43,2023-11-06 06:16,NULL
72RD9IINDT,50360736,_企業名：ABC株式会社_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：コスト削減と業務効率化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はABC株式会社の佐藤様と商談を行い、業務効率化に向けた提案をしました。お客様は現在のシステムに不満を持っており、特にデータ管理の手間を減らしたいとのことでした。次回は具体的なソリューションを提示する予定です。,2024-04-04 14:44,2024-03-06 15:23,NULL
SH0KYXE8GK,68785531,_企業名：ABC株式会社_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：コスト削減と業務効率化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はABC株式会社の佐藤様と商談を行い、現在の業務フローをヒアリングしました。コスト削減と業務効率化に関するニーズが高く、具体的な提案を次回の訪問で行う予定です。,2024-04-04 23:25,2024-03-02 02:23,NULL
VDQLJSCL5E,16516339,_企業名：株式会社リクルート_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤太郎_お客様の課題：新規採用の効率化とコスト削減_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リクルートの人事担当者、鈴木様とお会いし、弊社の採用支援サービスについて提案を行いました。鈴木様は新規採用にかかる時間とコストが課題であり、特にオンライン面接の導入に興味を示されました。次回は具体的な導入プランを提示する予定です。,2024-04-05 19:49,2024-07-09 16:04,NULL
6JMUIZZJ0D,29372843,_企業名：株式会社XYZ_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：コスト削減と効率化のための新しいシステム導入_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社XYZの佐藤様と商談を行い、現在の業務フローにおける課題をヒアリングしました。特に、コスト削減と業務の効率化を求めているとのことでした。当社の新システムがどのように役立つかを具体的に提案し、次回の訪問で詳細なプランを提示することを約束しました。次回は、システム導入の具体的なスケジュールについても話し合う予定です。,2024-04-05 20:03,2024-03-17 19:12,NULL
11KRJOXI3M,37112060,_企業名：株式会社リコー_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：業務効率化のための印刷コスト削減_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はリコーの佐藤様とお打ち合わせを行い、現在の印刷コストに関する課題を伺いました。具体的には、年間の印刷費用が予算を超過しており、業務プロセスの見直しを希望されています。弊社の新しいプリンターの導入提案を行い、デモ機の設置を次回の訪問で行うことを約束しました。,2024-04-06 09:03,2024-01-04 07:14,NULL
TU6GPPFAM1,34993042,_企業名：ABC株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：商談_同行者名：山田太郎_お客様の課題：新製品の導入に関する予算の制約_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はABC株式会社の佐藤様と商談を行いました。新製品導入に際して、予算の制約があるとのことでした。コスト削減の具体策を提案し、次回は詳細なプランを持参することを約束しました。,2024-04-06 09:52,2024-01-26 10:11,NULL
D1R7Z5BXHZ,49780674,_企業名：株式会社リコー_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：コスト削減と業務効率化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リコーの担当者、佐藤様とお会いし、コスト削減と業務効率化に関する提案を行いました。具体的には、最新の複合機導入による印刷コストの削減と、クラウドサービスを活用した業務の効率化についてお話ししました。佐藤様からは、導入に向けた具体的な検討を進めるとの前向きな反応があり、次回の訪問でさらに詳細なプランを提案することになりました。,2024-04-07 23:13,2023-11-12 23:43,NULL
4M2I8HZT3Y,97823141,_企業名：株式会社トヨタ自動車_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新モデルの販売促進に向けたマーケティング戦略の強化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はトヨタ自動車のマーケティング部門の佐藤様と商談を行い、弊社の新しい広告プランを提案しました。お客様は新モデルの販売促進に苦慮しており、ターゲット層の明確化と効果的なプロモーション手法を求めているとのこと。次回は具体的なプランを持参し、詳細な提案を行う予定です。,2024-04-08 01:02,2024-02-05 23:56,NULL
C3J7AUX3I9,88977777,_企業名：株式会社サンプル商事_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新商品の販売促進に向けたマーケティング戦略の見直し_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社サンプル商事の佐藤様と商談を行い、弊社の新商品の提案をしました。お客様は現在のマーケティング戦略に課題を感じており、特にSNSを活用したプロモーションに興味を示されました。次回は具体的な施策を提案するため、さらに詳細な情報を持参する予定です。,2024-04-09 06:18,2023-12-18 16:40,NULL
D5TUV3885H,33648077,_企業名：株式会社XYZ_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社XYZの田中様と商談を行い、当社の新製品導入に関する提案を行いました。田中様はコスト削減と業務効率化を強く求めており、具体的な数値を示した提案が好評でした。次回は提案内容の詳細を詰めるため、再度訪問する予定です。,2024-04-10 20:39,2023-10-14 13:02,NULL
9YONXPCYWU,27063854,_企業名：株式会社リクルート_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：鈴木太郎_お客様の課題：新規採用の効率化とコスト削減_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社リクルートの人事担当者、田中様と商談を行いました。新規採用に関する課題を伺い、当社の採用支援サービスを提案しました。田中様は特にコスト削減に興味を示され、次回は具体的なプランを持参することを約束しました。,2024-04-11 02:59,2023-09-14 08:55,NULL
8D8R6FDPBS,71276044,_企業名：株式会社サンプル_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新製品の導入に伴うコスト削減_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社サンプルの山田様と商談を行い、新製品の導入に関する提案をしました。コスト削減の具体的なニーズを伺い、我々の提案がどのように貢献できるかを説明しました。次回はさらに詳細な資料を持参し、具体的な数値を基にした提案を行う予定です。,2024-04-12 18:33,2024-07-27 19:17,NULL
XL8271MUK0,43979678,_企業名：株式会社サンプル商事_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社サンプル商事の鈴木様とお会いし、新製品の導入提案を行いました。お客様の現状の課題を伺い、具体的なコスト削減のシミュレーションを提示しました。お客様からは導入に対する前向きな反応をいただき、次回は更に詳細な資料を持参することを約束しました。,2024-04-13 11:15,2024-02-27 20:58,NULL
EPN5R9FP2D,23248982,_企業名：株式会社XYZ_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月19日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は、株式会社XYZの田中様と商談を行い、新製品の導入に関する提案をしました。田中様はコスト削減と業務効率化に関心を持たれており、具体的な数字を用いて提案を行いました。次回は、提案内容のフィードバックを受けるために訪問予定です。,2024-04-14 23:29,2023-10-07 15:31,NULL
KQH7ZXCPNT,77131648,_企業名：株式会社サンプル製作所_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の導入に際して、コスト削減と生産効率の向上を図りたいとの要望があった。_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：今回の商談では、当社の新製品の特徴と導入効果について具体的なデータを基に提案を行った。お客様からは興味を示していただき、特にコスト削減の部分に関心が高かった。次回はさらに詳細な資料を持参し、具体的な導入プランを提示する予定。,2024-04-15 06:16,2024-05-04 06:02,NULL
B380GU9DJM,18836861,_企業名：株式会社サンプル商事_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：鈴木太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化のニーズ_次回訪問日程：2023年10月20日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社サンプル商事の田中様と面談し、新製品の導入提案を行いました。お客様はコスト削減に関心を持たれており、具体的な導入効果についての説明を行いました。次回はお客様のフィードバックを受けて、より具体的なプランを提案する予定です。,2024-04-15 10:47,2023-12-19 04:15,NULL
S90KK9N02O,22527715,_企業名：株式会社リクルート_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：採用活動の効率化と質の向上_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はリクルートの鈴木様と面談し、採用活動の現状と課題についてお話を伺いました。特に、応募者の質が低下している点が大きな課題とのことでした。弊社の新しい採用支援ツールの提案を行い、デモを次回の訪問で実施することを約束しました。次回は具体的な導入プランについて話し合う予定です。,2024-04-15 18:31,2024-03-14 01:19,NULL
0BP6CRZ1IA,81926136,_企業名：株式会社ソフトバンク_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：コスト削減と業務効率化のためのITシステム導入_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社ソフトバンクの佐藤様とお会いし、コスト削減と業務効率化に向けたITシステム導入の提案を行いました。具体的には、弊社のクラウドサービスを活用することで、運用コストを20%削減できることを説明し、導入事例を交えてお話ししました。佐藤様からは、具体的な導入スケジュールについての質問があり、次回訪問で詳細を詰めることになりました。次回は、より具体的なプランを持参し、提案を進める予定です。,2024-04-15 19:24,2024-04-27 08:04,NULL
25J9TPNMDB,56361306,_企業名：株式会社リクルート_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新卒採用の効率化と応募者の質向上_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は株式会社リクルートの人事部門の佐藤様と商談を行い、同社の新卒採用における課題をヒアリングしました。特に、応募者数は多いものの、質にばらつきがあり、選考プロセスの見直しを検討されているとのこと。弊社の提案としては、AIを活用した応募者のスクリーニングシステムを導入することで、効率化と質の向上が期待できる旨をお伝えしました。次回は具体的な導入プランを提示する予定です。,2024-04-17 20:25,2024-02-02 15:09,NULL
JGHKYSHWHR,92757274,_企業名：株式会社リコー_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：文書管理の効率化とコスト削減_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社リコーの担当者である佐藤様とお会いし、文書管理の現状と課題について伺いました。特に、紙の文書が多くコストがかかっているとのことでした。弊社のクラウドサービスを提案し、次回は具体的な導入プランを提示することになりました。,2024-04-17 20:56,2023-09-30 17:17,NULL
4FQ4JX2LJ3,64249803,_企業名：株式会社サンリオ_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新商品発売に伴う販促活動の強化_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は株式会社サンリオの担当者である佐藤様と商談を行い、新商品の販促プランについて提案しました。お客様は、特にSNSを活用したプロモーションに関心を示されており、具体的な施策を提示しました。次回は、提案内容に対するフィードバックを伺い、さらなる詳細を詰める予定です。,2024-04-18 08:09,2024-07-31 03:33,NULL
